Name,Level,Rooms,Tandem Category,Classification,Category Name,GUID,Source File,System Class,Temperature (°F),Location,Warranty Start Date,Type of Lighting System,Humidity (%RH),Systems,Comments,Edited by,Eqpt Ref,Equipment No.,Equipment Tag,Image,Mark,Type Name,Workset,Elevation from Level (mm),Host,Level,Offset from Host (mm),CHW Dia (mm),Return Water Diameter (mm),Return Water Radius (mm),Supply Water Diameter (mm),Supply Water Radius (mm),ElementId,A Class PBS,AI_LBS Code,AI_SBS Code,ASSET INSTANCE,Asset_Tag,BUILDING SUFFIX,Functional Unit,Location Group,Lvl1 Comp PBS,Lvl3 Comp PBS Desc,Lvl3 Comp PBS,Primary Functional Unit,Sub Functional Unit,Circuit Number,Panel,Eqpt Load (VA),Load (VA),Motor Speed,Number of Poles,V/P/H,Voltage (V),Export to IFC As,Export to IFC,IFC Predefined Type,IfcGUID,Air Flow (L/s),CHW Flow (L/s),Critical Path,Sensible Cooling Capacity (W),Total Cooling Capacity (W),CHW Entering Temp (°C),CHW Leaving Temp (°C),Cooling Coil Water Pressure Drop (Pa),Drain Flow (L/s),EDB Temperature (°C),EWB Temperature (°C),External Static Pressure (Pa),FAN SPEED,HEAD (Pa),LDB Temperature (°C),LWB Temperature (°C),Power (W),System Classification,System Name,Network_Zone,Speed,view name,View Scale Visibility,FLUID,Heater Stages,SERVICE,TYPE,,
VAV-Volume Control Damper - Rectangular-XX,2nd FLOOR - L02,M.BATH 15699,M.Du.Ac,,Duct Accessories,0a4b5ef5-db92-4350-afed-99df31c965c0-01292f95,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Exhaust Air,,,,,,,,,,,,,1852,VCD,ME_ AC & Chilled Water Apartment,3050,,2nd FLOOR - L02,,,,,,,19476373,,,,,,,,,,,,,,,,,,,,,,,By Type,,0AIrxrsv93KA$jcTymu4fL,,,,,,,,,,,,,,,,,,Exhaust Air,EAD 1,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAApLXvXbkkNQr-2Z3zHJZcABKS-V
VAV-Volume Control Damper - Rectangular-XX,2nd FLOOR - L02,,M.Du.Ac,,Duct Accessories,3e0f76ca-a4ed-4c3a-bb9d-dd0e7cc16c8f-012933a0,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Supply Air,,,,,,AIRCONDITIONING,,,,,,,1855,VCD,ME_ AC & Chilled Water Apartment,2700,,2nd FLOOR - L02,,,,,,,19477408,,,,,,,,,,,,,,,,,,,,,,,By Type,,0_3tRAfErCEhkTtGvzw5yl,,,,,,,,,,,,,,,,,,Supply Air,SAD 5,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAD4Pdsqk7Uw6u53dDnzBbI8BKTOg
VAV-Volume Control Damper - Rectangular-XX,2nd FLOOR - L02,,M.Du.Ac,,Duct Accessories,3e0f76ca-a4ed-4c3a-bb9d-dd0e7cc16c8f-01293538,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Supply Air,,,,,,AIRCONDITIONING,,,,,,,1856,VCD,ME_ AC & Chilled Water Apartment,2700,,2nd FLOOR - L02,,,,,,,19477816,,,,,,,,,,,,,,,,,,,,,,,By Type,,0_3tRAfErCEhkTtGvzw5ct,,,,,,,,,,,,,,,,,,Supply Air,SAD 5,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAD4Pdsqk7Uw6u53dDnzBbI8BKTU4
VAV-Volume Control Damper - Rectangular-XX,2nd FLOOR - L02,CORR. 15045,M.Du.Ac,,Duct Accessories,5254676a-3ac7-4de7-9d1b-e7101d523c5f-0124f128,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Supply Air,,,,,,AIRCONDITIONING,,,,,,,1828,VCD,ME_ AC & Chilled Water Apartment,2770,,2nd FLOOR - L02,,,,,,,19198248,,,,,,,,,,,,,,,,,,,,,,,By Type,,1IL6TgEiTDvvqRvn0STirt,,,,,,,,,,,,,,,,,,Supply Air,SAD 38,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAFJUZ2o6x03nnRvnEB1SPF8BJPEo
VAV-Volume Control Damper - Rectangular-XX,2nd FLOOR - L02,LIV / DIN 15693,M.Du.Ac,,Duct Accessories,0a4b5ef5-db92-4350-afed-99df31c965c0-01292e0e,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Supply Air,,,,,,AIRCONDITIONING,,,,,,,1841,VCD,ME_ AC & Chilled Water Apartment,2795,,2nd FLOOR - L02,,,,,,,19475982,,,,,,,,,,,,,,,,,,,,,,,By Type,,0AIrxrsv93KA$jcTymu4lE,,,,,,,,,,,,,,,,,,Supply Air,SAD 3,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAApLXvXbkkNQr-2Z3zHJZcABKS4O
Undercountertop Basin 5339,,M.BATH 15155,P.Fi,,Plumbing Fixtures,827f2428-569c-4c5c-8dfd-e5ab190b589f-00d46d75,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,Sanitary,,,,,,,,,,,,,13466,WashBasin(Undercounter)-Vitra_S50Series_5339B003-0012,furniture,,<not associated>,,,,,,,,13921653,,,,,,,,,,,,,,,,,,,,,,,By Type,,22VoGeLfnCN8tzvQiPtpNg,,,,,,,,,,,,,,,,,,Sanitary,,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAAIJ_JChWnExcjf3lqxkLWJ8A1G11
Undercountertop Basin 5339,,M.BATH 15155,P.Fi,,Plumbing Fixtures,827f2428-569c-4c5c-8dfd-e5ab190b589f-00d46d76,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,Sanitary,,,,,,,,,,,,,13467,WashBasin(Undercounter)-Vitra_S50Series_5339B003-0012,furniture,,<not associated>,,,,,,,,13921654,,,,,,,,,,,,,,,,,,,,,,,By Type,,22VoGeLfnCN8tzvQiPtpNf,,,,,,,,,,,,,,,,,,Sanitary,,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAAIJ_JChWnExcjf3lqxkLWJ8A1G12
Undercountertop Basin 5339,,BATH 15704,P.Fi,,Plumbing Fixtures,8da780fa-bd9d-491b-904b-7fce04c0175a-013aa486,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,Sanitary,,,,,,,,,,,,,14564,WashBasin(Undercounter)-Vitra_S50Series_5339B003-0012,furniture,,Level : 2nd FLOOR - L02,,,,,,,,20620422,,,,,,,,,,,,,,,,,,,,,,,By Type,,2Dfu3wlPr96v1BVyu5_hFS,,,,,,,,,,,,,,,,,,Sanitary,,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAAI2ngPq9nUkbkEt_zgTAF1oBOqSG
Undercountertop Basin 5339,,PWD.RM 15703,P.Fi,,Plumbing Fixtures,8da780fa-bd9d-491b-904b-7fce04c0175a-013aa4e9,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,Sanitary,,,,,,,,,,,,,14574,WashBasin(Undercounter)-Vitra_S50Series_5339B003-0012,furniture,,Level : 2nd FLOOR - L02,,,,,,,,20620521,,,,,,,,,,,,,,,,,,,,,,,By Type,,2Dfu3wlPr96v1BVyu5_hEp,,,,,,,,,,,,,,,,,,Sanitary,,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAAI2ngPq9nUkbkEt_zgTAF1oBOqTp
Undercountertop Basin 5339,,M.BATH 15699,P.Fi,,Plumbing Fixtures,8da780fa-bd9d-491b-904b-7fce04c0175a-013aa5a3,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,Sanitary,,,,,,,,,,,,,14596,WashBasin(Undercounter)-Vitra_S50Series_5339B003-0012,furniture,,<not associated>,,,,,,,,20620707,,,,,,,,,,,,,,,,,,,,,,,By Type,,2Dfu3wlPr96v1BVyu5_hBv,,,,,,,,,,,,,,,,,,Sanitary,,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAAI2ngPq9nUkbkEt_zgTAF1oBOqWj
Undercountertop Basin 5339,,M.BATH 15699,P.Fi,,Plumbing Fixtures,8da780fa-bd9d-491b-904b-7fce04c0175a-013aa5a4,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,Sanitary,,,,,,,,,,,,,14597,WashBasin(Undercounter)-Vitra_S50Series_5339B003-0012,furniture,,<not associated>,,,,,,,,20620708,,,,,,,,,,,,,,,,,,,,,,,By Type,,2Dfu3wlPr96v1BVyu5_hB_,,,,,,,,,,,,,,,,,,Sanitary,,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAAI2ngPq9nUkbkEt_zgTAF1oBOqWk
Undercountertop Basin 5339,,PWD.RM 15159,P.Fi,,Plumbing Fixtures,bbcd8a04-0635-4f45-83e6-0e873087fd6d-00b57858,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,Sanitary,,,,,,,,,,,,,10005,WashBasin(Undercounter)-Vitra_S50Series_5339B003-0012,furniture,,Level : 2nd FLOOR - L02,,,,,,,,11892824,,,,,,,,,,,,,,,,,,,,,,,By Type,,2xpOe41ZLFHOFc3eSmCeKr,,,,,,,,,,,,,,,,,,Sanitary,,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAALvNigQGNU9Fg-YOhzCH_W0AtXhY
Undercountertop Basin 5339,,BATH 15161,P.Fi,,Plumbing Fixtures,d73bb725-0f9e-413b-9582-dec6e3cff319-00b55d5c,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,Sanitary,,,,,,,,,,,,,10092,WashBasin(Undercounter)-Vitra_S50Series_5339B003-0012,furniture,,Level : 2nd FLOOR - L02,,,,,,,,11885916,,,,,,,,,,,,,,,,,,,,,,,By Type,,3NExSb3vv1EvM2tiRZUgv5,,,,,,,,,,,,,,,,,,Sanitary,,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAANc7tyUPnkE7lYLexuPP8xkAtV1c
TEMP & RH Sensor 05,2nd FLOOR - L02,"BATH 15161, CORR. 15045, KITCHEN 15042, LIV / DIN 15033",Q.Se,11.ME.Co,IoT Connections,,(Tandem hosted),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:adsk.dtm:QpAoAZofTQSSFarfYT4W7Q,AQAAAFw8QDP4d0PIjkyC_iySJ5oAAAAA
TEMP & RH Sensor 04,2nd FLOOR - L02,"BATH 15704, BEDRM 2 15696, LIV / DIN 15693, MAID RM. 15705, MAID TOI. 15702, PWD.RM 15703",Q.Se,11.ME.Co,IoT Connections,,(Tandem hosted),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:adsk.dtm:QpAoAZofTQSSFarfYT4W7Q,AQAAAALC2nv7B0GYllPTnfTjI8kAAAAA
TEMP & RH Sensor 03,2nd FLOOR - L02,"BEDRM 1 15153, BEDRM 2 15152, CORR. 15045, MAID RM. 15162, MAID TOI. 15158, PWD.RM 15159, UT. 15157",Q.Se,11.ME.Co,IoT Connections,,(Tandem hosted),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:adsk.dtm:QpAoAZofTQSSFarfYT4W7Q,AQAAAEldpeyrS0-rnm3zGEGHApwAAAAA
TEMP & RH Sensor 02,2nd FLOOR - L02,"BEDRM 1 15153, CLOSET 15156, M.BATH 15155, M.BEDRM 15154",Q.Se,11.ME.Co,IoT Connections,,(Tandem hosted),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:adsk.dtm:QpAoAZofTQSSFarfYT4W7Q,AQAAAMVLy_O-HESej89raKjTiH8AAAAA
TEMP & RH Sensor 01,2nd FLOOR - L02,"M.BATH 15699, M.BEDRM 15698",Q.Se,11.ME.Co,IoT Connections,,(Tandem hosted),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:adsk.dtm:QpAoAZofTQSSFarfYT4W7Q,AQAAAJYeZQlDfUgdgqBSZH6n64AAAAAA
Showerset_wall mount_fontanashowers_FS-5799BR,2nd FLOOR - L02,MAID TOI. 15702,P.Fi,,Plumbing Fixtures,8da780fa-bd9d-491b-904b-7fce04c0175a-013aa5c4,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,,,,,,,,,,,,,,14601,FS-5799BR,furniture,948.2877981,,2nd FLOOR - L02,,,,,,,20620740,,,,,,,,,,,,,,,,,,,,,,,By Type,,2Dfu3wlPr96v1BVyu5_hAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAAI2ngPq9nUkbkEt_zgTAF1oBOqXE
Showerset_wall mount_fontanashowers_FS-5799BR,2nd FLOOR - L02,MAID TOI. 15158,P.Fi,,Plumbing Fixtures,cf6bac74-8013-47aa-956f-e55e38b23687-00e68a16,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,,,,,,,,,,,,,,13534,FS-5799BR,furniture,948.2877981,,2nd FLOOR - L02,,,,,,,15111146,,,,,,,,,,,,,,,,,,,,,,,By Type,,3FQwnqW1D7gfLlvLuuLBoH,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAAM9rrHSAE0eqlW_lXjiyNocA5ooW
Shower tray 800x800x45-Solutions-Laufen-211501,2nd FLOOR - L02,MAID TOI. 15702,P.Fi,,Plumbing Fixtures,8da780fa-bd9d-491b-904b-7fce04c0175a-013aa4b6,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,Sanitary,,,,,,,,,,,,,14570,211501000 White,furniture,-10,Level : 2nd FLOOR - L02,2nd FLOOR - L02,-10,,,,,,20620470,,,,,,,,,,,,,,,,,,,,,,,By Type,,2Dfu3wlPr96v1BVyu5_hFi,,,,,,,,,,,,,,,,,,Sanitary,,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAAI2ngPq9nUkbkEt_zgTAF1oBOqS2
Shower tray 800x800x45-Solutions-Laufen-211501,2nd FLOOR - L02,MAID TOI. 15158,P.Fi,,Plumbing Fixtures,d73bb725-0f9e-413b-9582-dec6e3cff319-00b55e19,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,Sanitary,,,,,,,,,,,,,10104,211501000 White,furniture,-10,Level : 2nd FLOOR - L02,2nd FLOOR - L02,-10,,,,,,11886105,,,,,,,,,,,,,,,,,,,,,,,By Type,,3NExSb3vv1EvM2tiRZUgq0,,,,,,,,,,,,,,,,,,Sanitary,,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAANc7tyUPnkE7lYLexuPP8xkAtV4Z
SPEC_CO2_Sensor,2nd FLOOR - L02,LIV / DIN 15693,Q.Se,11.ME.Co,Mechanical Equipment,0a4b5ef5-db92-4350-afed-99df31c965c0-01292fa5,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,,,,,,,,,,,,,,251,15RF CO2,ME_ AC & Chilled Water Apartment,0,,,1200,,,,,,19476389,,,,,,,,,,,,,,,,,,,,,,,By Type,,0AIrxrsv93KA$jcTymu4fb,,0,0,,,,,,,,,,,0,,,0,Power,,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAApLXvXbkkNQr-2Z3zHJZcABKS-l
SPEC_CO2_Sensor,2nd FLOOR - L02,CORR. 15045,Q.Se,11.ME.Co,Mechanical Equipment,71247a52-a0a7-438a-bdc8-a4ca21e7f195-01292c4b,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Power,,,,,,,,,,,,,241,15RF CO2,ME_ AC & Chilled Water Apartment,1201,,,1200,,,,,,19475531,,,,,,,,,,,,,,,,,,,,,,,By Type,,1n97fIeAT3Yht8fCeWpjtU,,0,0,,,,,,,,,,,0,,,0,Power,,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAHEkelKgp0OKvcikyiHn8ZUBKSxL
S60 Wall Hung Pan - 7510,,BATH 15704,P.Fi,,Plumbing Fixtures,8da780fa-bd9d-491b-904b-7fce04c0175a-013aa489,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,"Domestic Cold Water,Sanitary",,,,,,,,,,,,,14565,WCPan-54cm-WallHung-Vitra-EuroDIYSeries-7510,furniture,0,<not associated>,,,,,,,,20620425,,,,,,,,,,,,,,,,,,,,,,,By Type,,2Dfu3wlPr96v1BVyu5_hFJ,,,,,,,,,,,,,,,,,,"Sanitary,Domestic Cold Water",,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAAI2ngPq9nUkbkEt_zgTAF1oBOqSJ
S60 Wall Hung Pan - 7510,,PWD.RM 15703,P.Fi,,Plumbing Fixtures,8da780fa-bd9d-491b-904b-7fce04c0175a-013aa4ec,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,"Domestic Cold Water,Sanitary",,,,,,,,,,,,,14575,WCPan-54cm-WallHung-Vitra-EuroDIYSeries-7510,furniture,0,<not associated>,,,,,,,,20620524,,,,,,,,,,,,,,,,,,,,,,,By Type,,2Dfu3wlPr96v1BVyu5_hEs,,,,,,,,,,,,,,,,,,"Sanitary,Domestic Cold Water",,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAAI2ngPq9nUkbkEt_zgTAF1oBOqTs
S60 Wall Hung Pan - 7510,,M.BATH 15699,P.Fi,,Plumbing Fixtures,8da780fa-bd9d-491b-904b-7fce04c0175a-013aa59a,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,"Domestic Cold Water,Sanitary",,,,,,,,,,,,,14593,WCPan-54cm-WallHung-Vitra-EuroDIYSeries-7510,furniture,0,<not associated>,,,,,,,,20620698,,,,,,,,,,,,,,,,,,,,,,,By Type,,2Dfu3wlPr96v1BVyu5_hB0,,,,,,,,,,,,,,,,,,"Sanitary,Domestic Cold Water",,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAAI2ngPq9nUkbkEt_zgTAF1oBOqWa
S60 Wall Hung Pan - 7510,,M.BATH 15155,P.Fi,,Plumbing Fixtures,b696a96f-2281-436a-b189-d2a5771a01a3-00cfa3d8,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,"Domestic Cold Water,Sanitary",,,,,,,,,,,,,13556,WCPan-54cm-WallHung-Vitra-EuroDIYSeries-7510,furniture,0,<not associated>,,,,,,,,13607896,,,,,,,,,,,,,,,,,,,,,,,By Type,,2sbgbl8e53Qh69qgLtrQ9x,,,,,,,,,,,,,,,,,,"Sanitary,Domestic Cold Water",,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAALaWqW8igUNqsYnSpXcaAaMAz6PY
S60 Wall Hung Pan - 7510,,PWD.RM 15159,P.Fi,,Plumbing Fixtures,bbcd8a04-0635-4f45-83e6-0e873087fd6d-00b5785c,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,"Domestic Cold Water,Sanitary",,,,,,,,,,,,,10007,WCPan-54cm-WallHung-Vitra-EuroDIYSeries-7510,furniture,0,<not associated>,,,,,,,,11892828,,,,,,,,,,,,,,,,,,,,,,,By Type,,2xpOe41ZLFHOFc3eSmCeKn,,,,,,,,,,,,,,,,,,"Sanitary,Domestic Cold Water",,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAALvNigQGNU9Fg-YOhzCH_W0AtXhc
S60 Wall Hung Pan - 7510,,BATH 15161,P.Fi,,Plumbing Fixtures,d73bb725-0f9e-413b-9582-dec6e3cff319-00b55d63,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,"Domestic Cold Water,Sanitary",,,,,,,,,,,,,10094,WCPan-54cm-WallHung-Vitra-EuroDIYSeries-7510,furniture,0,<not associated>,,,,,,,,11885923,,,,,,,,,,,,,,,,,,,,,,,By Type,,3NExSb3vv1EvM2tiRZUgvw,,,,,,,,,,,,,,,,,,"Sanitary,Domestic Cold Water",,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAANc7tyUPnkE7lYLexuPP8xkAtV1j
S60 Toilet Seat - 131,,BATH 15704,P.Fi,,Plumbing Fixtures,8da780fa-bd9d-491b-904b-7fce04c0175a-013aa48a,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,,,,,,,,,,,,,,14566,WCSeatCover-Duroplast-Vitra-?ntegraSeries-131-003-019,furniture,,<not associated>,,,,,,,,20620426,,,,,,,,,,,,,,,,,,,,,,,By Type,,2Dfu3wlPr96v1BVyu5_hFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAAI2ngPq9nUkbkEt_zgTAF1oBOqSK
S60 Toilet Seat - 131,,PWD.RM 15703,P.Fi,,Plumbing Fixtures,8da780fa-bd9d-491b-904b-7fce04c0175a-013aa4ed,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,,,,,,,,,,,,,,14576,WCSeatCover-Duroplast-Vitra-?ntegraSeries-131-003-019,furniture,,<not associated>,,,,,,,,20620525,,,,,,,,,,,,,,,,,,,,,,,By Type,,2Dfu3wlPr96v1BVyu5_hEt,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAAI2ngPq9nUkbkEt_zgTAF1oBOqTt
S60 Toilet Seat - 131,,M.BATH 15699,P.Fi,,Plumbing Fixtures,8da780fa-bd9d-491b-904b-7fce04c0175a-013aa59b,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,,,,,,,,,,,,,,14594,WCSeatCover-Duroplast-Vitra-?ntegraSeries-131-003-019,furniture,,<not associated>,,,,,,,,20620699,,,,,,,,,,,,,,,,,,,,,,,By Type,,2Dfu3wlPr96v1BVyu5_hB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAAI2ngPq9nUkbkEt_zgTAF1oBOqWb
S60 Toilet Seat - 131,,M.BATH 15155,P.Fi,,Plumbing Fixtures,b696a96f-2281-436a-b189-d2a5771a01a3-00cfa3d9,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,,,,,,,,,,,,,,13557,WCSeatCover-Duroplast-Vitra-?ntegraSeries-131-003-019,furniture,,<not associated>,,,,,,,,13607897,,,,,,,,,,,,,,,,,,,,,,,By Type,,2sbgbl8e53Qh69qgLtrQ9w,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAALaWqW8igUNqsYnSpXcaAaMAz6PZ
S60 Toilet Seat - 131,,PWD.RM 15159,P.Fi,,Plumbing Fixtures,bbcd8a04-0635-4f45-83e6-0e873087fd6d-00b5785d,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,,,,,,,,,,,,,,10008,WCSeatCover-Duroplast-Vitra-?ntegraSeries-131-003-019,furniture,,<not associated>,,,,,,,,11892829,,,,,,,,,,,,,,,,,,,,,,,By Type,,2xpOe41ZLFHOFc3eSmCeKm,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAALvNigQGNU9Fg-YOhzCH_W0AtXhd
S60 Toilet Seat - 131,,BATH 15161,P.Fi,,Plumbing Fixtures,d73bb725-0f9e-413b-9582-dec6e3cff319-00b55d64,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,,,,,,,,,,,,,,10095,WCSeatCover-Duroplast-Vitra-?ntegraSeries-131-003-019,furniture,,<not associated>,,,,,,,,11885924,,,,,,,,,,,,,,,,,,,,,,,By Type,,3NExSb3vv1EvM2tiRZUgvz,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAANc7tyUPnkE7lYLexuPP8xkAtV1k
Root Round Flush Plate - 740-2280,,BATH 15704,P.Fi,,Plumbing Fixtures,8da780fa-bd9d-491b-904b-7fce04c0175a-013aa4a7,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,,,,,,,,,,,,,,14569,FlushPlateControlPanel-ToiletCisterns-Vitra-Series-740-2280,furniture,0,Basic Wall : ST01-INT Wall Finish 25 mm,,,,,,,,20620455,,,,,,,,,,,,,,,,,,,,,,,By Type,,2Dfu3wlPr96v1BVyu5_hFz,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAAI2ngPq9nUkbkEt_zgTAF1oBOqSn
Root Round Flush Plate - 740-2280,,PWD.RM 15703,P.Fi,,Plumbing Fixtures,8da780fa-bd9d-491b-904b-7fce04c0175a-013aa4f5,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,,,,,,,,,,,,,,14577,FlushPlateControlPanel-ToiletCisterns-Vitra-Series-740-2280,furniture,0,Basic Wall : ST01-INT Wall Finish 25 mm,,,,,,,,20620533,,,,,,,,,,,,,,,,,,,,,,,By Type,,2Dfu3wlPr96v1BVyu5_hEl,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAAI2ngPq9nUkbkEt_zgTAF1oBOqT1
Root Round Flush Plate - 740-2280,,M.BATH 15699,P.Fi,,Plumbing Fixtures,8da780fa-bd9d-491b-904b-7fce04c0175a-013aa58b,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,,,,,,,,,,,,,,14589,FlushPlateControlPanel-ToiletCisterns-Vitra-Series-740-2280,furniture,0,<not associated>,,,,,,,,20620683,,,,,,,,,,,,,,,,,,,,,,,By Type,,2Dfu3wlPr96v1BVyu5_hBH,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAAI2ngPq9nUkbkEt_zgTAF1oBOqWL
