Name,Level,Rooms,Tandem Category,Classification,Category Name,GUID,Source File,System Class,Temperature (°F),Location,Warranty Start Date,Type of Lighting System,Humidity (%RH),Systems,Comments,Edited by,Eqpt Ref,Equipment No.,Equipment Tag,Image,Mark,Type Name,Workset,Elevation from Level (mm),Host,Level,Offset from Host (mm),CHW Dia (mm),Return Water Diameter (mm),Return Water Radius (mm),Supply Water Diameter (mm),Supply Water Radius (mm),ElementId,A Class PBS,AI_LBS Code,AI_SBS Code,ASSET INSTANCE,Asset_Tag,BUILDING SUFFIX,Functional Unit,Location Group,Lvl1 Comp PBS,Lvl3 Comp PBS Desc,Lvl3 Comp PBS,Primary Functional Unit,Sub Functional Unit,Circuit Number,Panel,Eqpt Load (VA),Load (VA),Motor Speed,Number of Poles,V/P/H,Voltage (V),Export to IFC As,Export to IFC,IFC Predefined Type,IfcGUID,Air Flow (L/s),CHW Flow (L/s),Critical Path,Sensible Cooling Capacity (W),Total Cooling Capacity (W),CHW Entering Temp (°C),CHW Leaving Temp (°C),Cooling Coil Water Pressure Drop (Pa),Drain Flow (L/s),EDB Temperature (°C),EWB Temperature (°C),External Static Pressure (Pa),FAN SPEED,HEAD (Pa),LDB Temperature (°C),LWB Temperature (°C),Power (W),System Classification,System Name,Network_Zone,Speed,view name,View Scale Visibility,FLUID,Heater Stages,SERVICE,TYPE,,
PEC-PF-Elbow - Welded - Generic-XX,,CORR. 15045,P.Pi.Fi,,Center line (Pipe Fittings),5254676a-3ac7-4de7-9d1b-e7101d523c5f-01250262,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Return,,,,,,CHILLED WATER ,,,,,,,,,ME_ AC & Chilled Water Apartment,3050,,2nd FLOOR - L02,,,,,,,19202658,,,,,,,,,,,,,,,,,,,,,,,By Type,,1IL6TgEiTDvvqRvn0STpu_,,,0,,,,,,,,,,,,,,,Hydronic Return,CHWS/R 87,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAFJUZ2o6x03nnRvnEB1SPF8BJQJi
PEC-PF-Elbow - Welded - Generic-XX,2nd FLOOR - L02,CORR. 15045,P.Pi.Fi,,Pipe Fittings,5254676a-3ac7-4de7-9d1b-e7101d523c5f-0125026a,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Return,,,,,,CHILLED WATER ,,,,,,,,Standard,ME_ AC & Chilled Water Apartment,2800,,2nd FLOOR - L02,,,,,,,19202666,,,,,,,,,,,,,,,,,,,,,,,By Type,,1IL6TgEiTDvvqRvn0STpur,,,0,,,,,,,,,,,,,,,Hydronic Return,CHWS/R 87,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAFJUZ2o6x03nnRvnEB1SPF8BJQJq
PEC-PF-Elbow - Welded - Generic-XX,,CORR. 15045,P.Pi.Fi,,Center line (Pipe Fittings),5254676a-3ac7-4de7-9d1b-e7101d523c5f-0125026b,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Return,,,,,,CHILLED WATER ,,,,,,,,,ME_ AC & Chilled Water Apartment,2800,,2nd FLOOR - L02,,,,,,,19202667,,,,,,,,,,,,,,,,,,,,,,,By Type,,1IL6TgEiTDvvqRvn0STpur,,,0,,,,,,,,,,,,,,,Hydronic Return,CHWS/R 87,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAFJUZ2o6x03nnRvnEB1SPF8BJQJr
PEC-PF-Elbow - Welded - Generic-XX,2nd FLOOR - L02,CORR. 15045,P.Pi.Fi,,Pipe Fittings,5254676a-3ac7-4de7-9d1b-e7101d523c5f-0125026d,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Return,,,,,,CHILLED WATER ,,,,,,,,Standard,ME_ AC & Chilled Water Apartment,2800,,2nd FLOOR - L02,,,,,,,19202669,,,,,,,,,,,,,,,,,,,,,,,By Type,,1IL6TgEiTDvvqRvn0STpuo,,,0,,,,,,,,,,,,,,,Hydronic Return,CHWS/R 87,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAFJUZ2o6x03nnRvnEB1SPF8BJQJt
PEC-PF-Elbow - Welded - Generic-XX,,CORR. 15045,P.Pi.Fi,,Center line (Pipe Fittings),5254676a-3ac7-4de7-9d1b-e7101d523c5f-0125026e,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Return,,,,,,CHILLED WATER ,,,,,,,,,ME_ AC & Chilled Water Apartment,2800,,2nd FLOOR - L02,,,,,,,19202670,,,,,,,,,,,,,,,,,,,,,,,By Type,,1IL6TgEiTDvvqRvn0STpuo,,,0,,,,,,,,,,,,,,,Hydronic Return,CHWS/R 87,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAFJUZ2o6x03nnRvnEB1SPF8BJQJu
PEC-PF-Elbow - Welded - Generic-XX,2nd FLOOR - L02,CORR. 15045,P.Pi.Fi,,Pipe Fittings,5254676a-3ac7-4de7-9d1b-e7101d523c5f-012502a8,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Supply,,,,,,CHILLED WATER ,,,,,,,,Standard,ME_ AC & Chilled Water Apartment,3050,,2nd FLOOR - L02,,,,,,,19202728,,,,,,,,,,,,,,,,,,,,,,,By Type,,1IL6TgEiTDvvqRvn0STpxt,,,0,,,,,,,,,,,,,,,Hydronic Supply,CHWS/R 4,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAFJUZ2o6x03nnRvnEB1SPF8BJQKo
PEC-PF-Elbow - Welded - Generic-XX,,CORR. 15045,P.Pi.Fi,,Center line (Pipe Fittings),5254676a-3ac7-4de7-9d1b-e7101d523c5f-012502a9,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Supply,,,,,,CHILLED WATER ,,,,,,,,,ME_ AC & Chilled Water Apartment,3050,,2nd FLOOR - L02,,,,,,,19202729,,,,,,,,,,,,,,,,,,,,,,,By Type,,1IL6TgEiTDvvqRvn0STpxt,,,0,,,,,,,,,,,,,,,Hydronic Supply,CHWS/R 4,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAFJUZ2o6x03nnRvnEB1SPF8BJQKp
PEC-PF-Elbow - Welded - Generic-XX,2nd FLOOR - L02,CORR. 15045,P.Pi.Fi,,Pipe Fittings,5254676a-3ac7-4de7-9d1b-e7101d523c5f-012502b1,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Supply,,,,,,CHILLED WATER ,,,,,,,,Standard,ME_ AC & Chilled Water Apartment,2800,,2nd FLOOR - L02,,,,,,,19202737,,,,,,,,,,,,,,,,,,,,,,,By Type,,1IL6TgEiTDvvqRvn0STpxk,,,0,,,,,,,,,,,,,,,Hydronic Supply,CHWS/R 4,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAFJUZ2o6x03nnRvnEB1SPF8BJQKx
PEC-PF-Elbow - Welded - Generic-XX,,CORR. 15045,P.Pi.Fi,,Center line (Pipe Fittings),5254676a-3ac7-4de7-9d1b-e7101d523c5f-012502b2,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Supply,,,,,,CHILLED WATER ,,,,,,,,,ME_ AC & Chilled Water Apartment,2800,,2nd FLOOR - L02,,,,,,,19202738,,,,,,,,,,,,,,,,,,,,,,,By Type,,1IL6TgEiTDvvqRvn0STpxk,,,0,,,,,,,,,,,,,,,Hydronic Supply,CHWS/R 4,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAFJUZ2o6x03nnRvnEB1SPF8BJQKy
PEC-PF-Elbow - Welded - Generic-XX,2nd FLOOR - L02,CORR. 15045,P.Pi.Fi,,Pipe Fittings,5254676a-3ac7-4de7-9d1b-e7101d523c5f-012502b4,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Supply,,,,,,CHILLED WATER ,,,,,,,,Standard,ME_ AC & Chilled Water Apartment,2800,,2nd FLOOR - L02,,,,,,,19202740,,,,,,,,,,,,,,,,,,,,,,,By Type,,1IL6TgEiTDvvqRvn0STpxh,,,0,,,,,,,,,,,,,,,Hydronic Supply,CHWS/R 4,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAFJUZ2o6x03nnRvnEB1SPF8BJQK0
PEC-PF-Elbow - Welded - Generic-XX,,CORR. 15045,P.Pi.Fi,,Center line (Pipe Fittings),5254676a-3ac7-4de7-9d1b-e7101d523c5f-012502b5,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Supply,,,,,,CHILLED WATER ,,,,,,,,,ME_ AC & Chilled Water Apartment,2800,,2nd FLOOR - L02,,,,,,,19202741,,,,,,,,,,,,,,,,,,,,,,,By Type,,1IL6TgEiTDvvqRvn0STpxh,,,0,,,,,,,,,,,,,,,Hydronic Supply,CHWS/R 4,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAFJUZ2o6x03nnRvnEB1SPF8BJQK1
PEC-PF-Elbow - Generic-XX,2nd FLOOR - L02,,P.Pi.Fi,,Pipe Fittings,df7c86e9-0984-4fc0-8bfc-f331b8cddc27-010d00e9,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Supply,,,,,,CHILLED WATER ,,,,,,,,Standard,ME_ AC & Chilled Water Apartment,2600,,2nd FLOOR - L02,,,,,,,17629417,,,,,,,,,,,,,,,,,,,,,,,By Type,,3VV8Rf2OHFm8lyyp6vmDpE,,,0,,,,,,,,,,,,,,,Hydronic Supply,CHWS/R 88,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAN98hukJhE_Ai_zzMbjN3CcBDQDp
PEC-PF-Elbow - Generic-XX,,,P.Pi.Fi,,Center line (Pipe Fittings),df7c86e9-0984-4fc0-8bfc-f331b8cddc27-010d00ea,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Supply,,,,,,CHILLED WATER ,,,,,,,,,ME_ AC & Chilled Water Apartment,2600,,2nd FLOOR - L02,,,,,,,17629418,,,,,,,,,,,,,,,,,,,,,,,By Type,,3VV8Rf2OHFm8lyyp6vmDpE,,,0,,,,,,,,,,,,,,,Hydronic Supply,CHWS/R 88,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAN98hukJhE_Ai_zzMbjN3CcBDQDq
PEC-PA-VLV-Chilled Water Valve Package-25 Dia-XX,2nd FLOOR - L02,,P.Eq,13.PA.Va,Pipe Accessories,c8d27894-cdb1-45f1-ac3a-27137a41f159-01090824,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,"Hydronic Supply,Hydronic Return",,,,,,CHILLED WATER ,,,,,,,12804,20mm,ME_ AC & Chilled Water Apartment,2600,,2nd FLOOR - L02,,,,,,,17369124,,,,,,,,,,,,,,,,,,,,,,,By Type,,38qdYKpR55yQmw9nDxIFbz,,0,0,,,,,,,,,,,,,,,"Hydronic Return,Hydronic Supply,Hydronic Return,Hydronic Supply","CHWS/R 30,CHWS/R 88,CHWS/R 87,CHWS/R 4",,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAMjSeJTNsUXxrDonE3pB8VkBCQgk
PEC-PA-MTR-BTUMeter_15-50-XX,2nd FLOOR - L02,,E.Eq,,Pipe Accessories,0a4b5ef5-db92-4350-afed-99df31c965c0-01292de2,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Return,,,,,,CHILLED WATER ,,,,,,,13198,25 Dia,ME_ AC & Chilled Water Apartment,2630,,2nd FLOOR - L02,,,,,,,19475938,,,,,,,,,,,,,,,,,,,,,,,By Type,,0AIrxrsv93KA$jcTymu4WY,,,0,,,,,,,,,,,,,,,Hydronic Return,CHWS/R 12,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAApLXvXbkkNQr-2Z3zHJZcABKS3i
PEC-PA-MTR-BTUMeter_15-50-XX,2nd FLOOR - L02,,E.Eq,,Pipe Accessories,35d9fb18-715d-4c94-8ba1-4cb4c0df81b0-0108a226,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Return,,,,,,CHILLED WATER ,,,,,,,12694,25 Dia,ME_ AC & Chilled Water Apartment,2630,,2nd FLOOR - L02,,,,,,,17343014,,,,,,,,,,,,,,,,,,,,,,,By Type,,0rsViOSLrCb8kXJBJ1roEM,,,0,,,,,,,,,,,,,,,Hydronic Return,CHWS/R 87,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAADXZ-xhxXUyUi6FMtMDfgbABCKIm
PEC-ME-FCU-XX,2nd FLOOR - L02,LIV / DIN 15693,M.Eq,11.ME.FCU,Mechanical Equipment,0a4b5ef5-db92-4350-afed-99df31c965c0-01292e1a,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,"Supply Air,Return Air,Hydronic Supply,Hydronic Return,Sanitary,Power",24,,,,,"AIRCONDITIONING, CHILLED WATER ",AP,,FCU-F,F,FCU,,244,1485X680X360 2,ME_ AC & Chilled Water Apartment,2700,Level : 2nd FLOOR - L02,2nd FLOOR - L02,2700,20,20,10,20,10,19475994,,,,,,,,,,,,,,,,250,206,-,1,230/1/50,230,,By Type,,0AIrxrsv93KA$jcTymu4lQ,335,0.143147034,0,4159,5333,6,14.9,35000,0,24,18,80,MEDIUM,0,13.7,13.3,0,"Undefined,Sanitary,Supply Air,Return Air,Power",SAD 8,,Medium,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAApLXvXbkkNQr-2Z3zHJZcABKS4a
PEC-ME-FCU-XX,2nd FLOOR - L02,M.BATH 15155,M.Eq,11.ME.FCU,Mechanical Equipment,ad6e386a-85a5-4f81-8a5d-3ce308a09af7-0124a79b,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,"Supply Air,Return Air,Hydronic Supply,Hydronic Return,Sanitary,Power",24,,,,,"AIRCONDITIONING, CHILLED WATER ",,,FCU-F,F,FCU,,214,1097X577X250,ME-AC EQUIPMENT APARTMENT ,2700,Level : 2nd FLOOR - L02,2nd FLOOR - L02,2700,20,20,10,20,10,19179419,,,,,,,,,,,,,,,,250,206,-,1,230/1/50,230,,By Type,,2jRZXgXQLFWOfTFEC9X3ri,471,0,0,4159,0,6,14.9,35000,0,24,18,80,MEDIUM,0,13.7,13.3,0,"Hydronic Supply,Sanitary,Supply Air,Return Air,Power","CHWS/R 36,SAD 35",,Medium,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAK1uOGqFpU-Bil084wigmvcBJKeb
PEC-ME-FCU-XX,2nd FLOOR - L02,BATH 15161,M.Eq,11.ME.FCU,Mechanical Equipment,ad6e386a-85a5-4f81-8a5d-3ce308a09af7-0124a7ad,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,"Supply Air,Return Air,Hydronic Supply,Hydronic Return,Sanitary,Power",24,,,,,"AIRCONDITIONING, CHILLED WATER ",,,FCU-F,F,FCU,,215,1152 X 607 X 295,ME-AC EQUIPMENT APARTMENT ,2647.5,Level : 2nd FLOOR - L02,2nd FLOOR - L02,2647.5,20,20,10,20,10,19179437,,,,,,,,,,,,,,,,250,206,-,1,230/1/50,230,,By Type,,2jRZXgXQLFWOfTFEC9X3rQ,1296,0.143147034,0,4159,5333,6,14.9,35000,0,24,18,80,MEDIUM,0,13.7,13.3,0,"Hydronic Supply,Sanitary,Supply Air,Return Air,Power","CHWS/R 26,SAD 38",,Medium,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAK1uOGqFpU-Bil084wigmvcBJKet
PEC-ME-FCU-XX,2nd FLOOR - L02,KITCHEN 15042,M.Eq,11.ME.FCU,Mechanical Equipment,ad6e386a-85a5-4f81-8a5d-3ce308a09af7-0124a7d9,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,"Supply Air,Return Air,Hydronic Supply,Hydronic Return,Sanitary,Power",24,,,,,"AIRCONDITIONING, CHILLED WATER ",AP,,FCU-F,F,FCU,,216,1485X680X360 2,ME-AC EQUIPMENT APARTMENT ,2700,Level : 2nd FLOOR - L02,2nd FLOOR - L02,2700,20,20,10,20,10,19179481,,,,,,,,,,,,,,,,250,206,-,1,230/1/50,230,,By Type,,2jRZXgXQLFWOfTFEC9X3qk,335,0.143147034,0,4159,5333,6,14.9,35000,0,24,18,80,MEDIUM,0,13.7,13.3,0,"Undefined,Sanitary,Supply Air,Return Air,Power",SAD 43,,Medium,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAK1uOGqFpU-Bil084wigmvcBJKfZ
PEC-ME-FCU-XX,2nd FLOOR - L02,,M.Eq,11.ME.FCU,Mechanical Equipment,20573767-3b54-4034-a0c0-13c65b2cb69a-01087016,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,"Supply Air,Return Air,Hydronic Supply,Hydronic Return,Sanitary,Power",24,,,,,"AIRCONDITIONING, CHILLED WATER ",BA-TF-CM-FCU-01,,FCU-F,F,FCU,,39,1097X577X250,ME-AC EQUIPMENT APARTMENT ,2575,Level : 2nd FLOOR - L02,2nd FLOOR - L02,2575,20,20,10,20,10,17330198,,,,,,,,,,,,,,,,250,206,-,1,230/1/50,230,,By Type,,0WLpTdErH0DA304yPQ9CQC,533,0,0,4159,0,6,14.9,35000,0,24,18,80,MEDIUM,0,13.7,13.3,0,"Hydronic Supply,Sanitary,Supply Air,Return Air,Power","CHWS/R 88,SAD 5",,Medium,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAACBXN2c7VEA0oMATxlsstpoBCHAW
PEC-ME-FCU-XX,2nd FLOOR - L02,M.BATH 15699,M.Eq,11.ME.FCU,Mechanical Equipment,0a4b5ef5-db92-4350-afed-99df31c965c0-01292dea,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,"Supply Air,Return Air,Hydronic Supply,Hydronic Return,Sanitary,Power",24,,,,,"AIRCONDITIONING, CHILLED WATER ",,,FCU-F,F,FCU,,242,1097X577X250,ME_ AC & Chilled Water Apartment,2700,Level : 2nd FLOOR - L02,2nd FLOOR - L02,2700,20,20,10,20,10,19475946,,,,,,,,,,,,,,,,250,206,-,1,230/1/50,230,,By Type,,0AIrxrsv93KA$jcTymu4Wg,471,0,0,4159,0,6,14.9,35000,0,24,18,80,MEDIUM,0,13.7,13.3,0,"Hydronic Supply,Sanitary,Supply Air,Return Air,Power","CHWS/R 2,SAD 1",,Medium,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAApLXvXbkkNQr-2Z3zHJZcABKS3q
PEC-ME-FCU-XX,2nd FLOOR - L02,BATH 15704,M.Eq,11.ME.FCU,Mechanical Equipment,0a4b5ef5-db92-4350-afed-99df31c965c0-01292dfb,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,"Supply Air,Return Air,Hydronic Supply,Hydronic Return,Sanitary,Power",24,,,,,"AIRCONDITIONING, CHILLED WATER ",,,FCU-F,F,FCU,,243,1152 X 607 X 295,ME_ AC & Chilled Water Apartment,2647.5,Level : 2nd FLOOR - L02,2nd FLOOR - L02,2647.5,20,20,10,20,10,19475963,,,,,,,,,,,,,,,,250,206,-,1,230/1/50,230,,By Type,,0AIrxrsv93KA$jcTymu4Wx,1296,0.143147034,0,4159,5333,6,14.9,35000,0,24,18,80,MEDIUM,0,13.7,13.3,0,"Hydronic Supply,Sanitary,Supply Air,Return Air,Power","CHWS/R 9,SAD 3",,Medium,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAApLXvXbkkNQr-2Z3zHJZcABKS37
PEC-DF-Rectangular to Round Transition - Angle-XX,2nd FLOOR - L02,,M.Du.Fi,,Duct Fittings,c6037c64-9cea-4915-89b1-956320424f39-010f2e9f,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Supply Air,,,,,,AIRCONDITIONING,,,,,,,,45 Degree,ME_AC,2700,,2nd FLOOR - L02,,,,,,,17772191,,,,,,,,,,,,,,,,,,,,,,,By Type,,360tnadEf95OcnbMCXJM6c,,,,,,,,,,,,,,,,,,Supply Air,SAD 5,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAMYDfGSc6kkVibGVYyBCTzkBDy6f
PEC-DF-Rectangular to Round Transition - Angle-XX,2nd FLOOR - L02,,M.Du.Fi,,Duct Fittings,0a4b5ef5-db92-4350-afed-99df31c965c0-012930a9,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Supply Air,,,,,,AIRCONDITIONING,,,,,,,,45 Degree,ME_ AC & Chilled Water Apartment,2700,,2nd FLOOR - L02,,,,,,,19476649,,,,,,,,,,,,,,,,,,,,,,,By Type,,0AIrxrsv93KA$jcTymu5Lf,,,,,,,,,,,,,,,,,,Supply Air,SAD 5,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAApLXvXbkkNQr-2Z3zHJZcABKTCp
PEC-DF-Rectangular to Round Transition - Angle-XX,2nd FLOOR - L02,,M.Du.Fi,,Duct Fittings,3e0f76ca-a4ed-4c3a-bb9d-dd0e7cc16c8f-0129352d,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Supply Air,,,,,,AIRCONDITIONING,,,,,,,,45 Degree,ME_ AC & Chilled Water Apartment,2700,,2nd FLOOR - L02,,,,,,,19477805,,,,,,,,,,,,,,,,,,,,,,,By Type,,0_3tRAfErCEhkTtGvzw5cY,,,,,,,,,,,,,,,,,,Supply Air,SAD 5,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAD4Pdsqk7Uw6u53dDnzBbI8BKTUt
PEC-DF-Rectangular to Round Transition - Angle-XX,2nd FLOOR - L02,,M.Du.Fi,,Duct Fittings,4bdbf7fa-50b6-44be-a8e2-019943352b27-0113fda5,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Supply Air,,,,,,AIRCONDITIONING,,,,,,,,45 Degree,ME_AC,2700,,2nd FLOOR - L02,,,,,,,18087333,,,,,,,,,,,,,,,,,,,,,,,By Type,,1Bs$VwKBP4lgZY0Pb29jQ2,,,,,,,,,,,,,,,,,,Supply Air,SAD 5,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAEvb9_pQtkS-qOIBmUM1KycBE_2l
PEC-DF-Rectangular Shoe-XX,2nd FLOOR - L02,,M.Du.Fi,,Duct Fittings,9354db5d-ada3-42d2-8560-b64f0139ccef-0124d06c,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Exhaust Air,,,,,,,,,,,,,,Standard,ME_Ventilation Apartment,3050,,2nd FLOOR - L02,,,,,,,19189868,,,,,,,,,,,,,,,,,,,,,,,By Type,,2JLDjThQD2qeLWjay07Ho3,,,,,,,,,,,,,,,,,,Exhaust Air,EAD 30,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAJNU212to0LShWC2TwE5zO8BJNBs
PEC-DF-Rectangular Shoe-XX,2nd FLOOR - L02,M.BATH 15155,M.Du.Fi,,Duct Fittings,9354db5d-ada3-42d2-8560-b64f0139ccef-0124d0d7,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Exhaust Air,,,,,,,,,,,,,,Standard,ME_Ventilation Apartment,3050,,2nd FLOOR - L02,,,,,,,19189975,,,,,,,,,,,,,,,,,,,,,,,By Type,,2JLDjThQD2qeLWjay07Hmu,,,,,,,,,,,,,,,,,,Exhaust Air,EAD 30,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAJNU212to0LShWC2TwE5zO8BJNDX
PEC-DF-Rectangular Shoe-XX,2nd FLOOR - L02,BATH 15161,M.Du.Fi,,Duct Fittings,9354db5d-ada3-42d2-8560-b64f0139ccef-0124d5c8,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Exhaust Air,,,,,,,,,,,,,,Standard,ME_Ventilation Apartment,3050,,2nd FLOOR - L02,,,,,,,19191240,,,,,,,,,,,,,,,,,,,,,,,By Type,,2JLDjThQD2qeLWjay07Had,,,,,,,,,,,,,,,,,,Exhaust Air,EAD 30,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAJNU212to0LShWC2TwE5zO8BJNXI
PEC-DF-Rectangular Shoe-XX,2nd FLOOR - L02,CORR. 15045,M.Du.Fi,,Duct Fittings,9354db5d-ada3-42d2-8560-b64f0139ccef-0124d692,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Exhaust Air,,,,,,,,,,,,,,Standard,ME_Ventilation Apartment,3075,,2nd FLOOR - L02,,,,,,,19191442,,,,,,,,,,,,,,,,,,,,,,,By Type,,2JLDjThQD2qeLWjay07Hfz,,,,,,,,,,,,,,,,,,Exhaust Air,EAD 30,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAJNU212to0LShWC2TwE5zO8BJNaS
PEC-DF-Rectangular Shoe-XX,2nd FLOOR - L02,CORR. 15045,M.Du.Fi,,Duct Fittings,9354db5d-ada3-42d2-8560-b64f0139ccef-0124d71e,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Exhaust Air,,,,,,,,,,,,,,Standard,ME_Ventilation Apartment,3075,,2nd FLOOR - L02,,,,,,,19191582,,,,,,,,,,,,,,,,,,,,,,,By Type,,2JLDjThQD2qeLWjay07Hln,,,,,,,,,,,,,,,,,,Exhaust Air,EAD 30,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAJNU212to0LShWC2TwE5zO8BJNce
PEC-DF-Rectangular Shoe-XX,2nd FLOOR - L02,LIV / DIN 15693,M.Du.Fi,,Duct Fittings,0a4b5ef5-db92-4350-afed-99df31c965c0-01292e22,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Supply Air,,,,,,AIRCONDITIONING,,,,,,,,Standard,ME_ AC & Chilled Water Apartment,2900,,2nd FLOOR - L02,,,,,,,19476002,,,,,,,,,,,,,,,,,,,,,,,By Type,,0AIrxrsv93KA$jcTymu4lY,,,,,,,,,,,,,,,,,,Supply Air,SAD 10,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAApLXvXbkkNQr-2Z3zHJZcABKS4i
